Entry	Organism	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)
W6JNN0	uncultured archaeon	Archaea						uncultured archaeon
K4FAQ7	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARL7	uncultured archaeon	Archaea						uncultured archaeon
A0A346I516	uncultured archaeon	Archaea						uncultured archaeon
U6A0E6	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G757	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G753	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
C6L8L0	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A1ILT6	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
C6L8K2	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
G3FH48	crenarchaeote SCGC AAA288-M23	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-M23
A0A1B1W643	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
G3FH11	crenarchaeote SCGC AAA008-N10	Archaea	Crenarchaeota					crenarchaeote SCGC AAA008-N10
K4F4E8	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARM2	uncultured archaeon	Archaea						uncultured archaeon
A0A0K2D4T9	uncultured archaeon	Archaea						uncultured archaeon
A0A346I665	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQW6	uncultured archaeon	Archaea						uncultured archaeon
K4FAD3	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJK1	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0C5B6	uncultured archaeon	Archaea						uncultured archaeon
K4FAM9	uncultured archaeon	Archaea						uncultured archaeon
T1W2F0	uncultured archaeon	Archaea						uncultured archaeon
T1W2Q5	uncultured archaeon	Archaea						uncultured archaeon
A0A346I695	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARJ6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHE7	uncultured archaeon	Archaea						uncultured archaeon
K4F8P4	uncultured archaeon	Archaea						uncultured archaeon
A0A060N130	uncultured archaeon	Archaea						uncultured archaeon
K4F5I8	uncultured archaeon	Archaea						uncultured archaeon
K4F4R0	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQ46	uncultured archaeon	Archaea						uncultured archaeon
K4F3Q0	uncultured archaeon	Archaea						uncultured archaeon
W8GU20	uncultured archaeon	Archaea						uncultured archaeon
W8GL07	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APX8	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJU9	uncultured archaeon	Archaea						uncultured archaeon
A0A291I804	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH42	uncultured archaeon	Archaea						uncultured archaeon
K4F558	uncultured archaeon	Archaea						uncultured archaeon
T1YVS4	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQ84	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHC1	uncultured archaeon	Archaea						uncultured archaeon
B3Y8G9	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G704	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G739	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G707	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G717	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B3Y8G8	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A1ILT3	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G6Z7	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A1B1W688	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1S5WLM6	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A172MJK9	uncultured archaeon	Archaea						uncultured archaeon
A0A346I688	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CC73	uncultured archaeon	Archaea						uncultured archaeon
K4FAK9	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIB2	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHD6	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJA6	uncultured archaeon	Archaea						uncultured archaeon
A0A345GPY5	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQX9	uncultured archaeon	Archaea						uncultured archaeon
L7X2G2	uncultured archaeon	Archaea						uncultured archaeon
K4F577	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJA7	uncultured archaeon	Archaea						uncultured archaeon
A0A0K2D4P7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHH8	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJA2	uncultured archaeon	Archaea						uncultured archaeon
T1YWN3	uncultured archaeon	Archaea						uncultured archaeon
A0A346I537	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APR1	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6H4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5Y3	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQ08	uncultured archaeon	Archaea						uncultured archaeon
K4F4X5	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJI2	uncultured archaeon	Archaea						uncultured archaeon
A0A345GPY3	uncultured archaeon	Archaea						uncultured archaeon
W8P3E5	uncultured archaeon	Archaea						uncultured archaeon
C0LSJ2	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGW5	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5Q6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFY1	uncultured archaeon	Archaea						uncultured archaeon
C4P036	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0J3I4	uncultured archaeon	Archaea						uncultured archaeon
G3FJS3	uncultured archaeon	Archaea						uncultured archaeon
A0A0A7E3L7	uncultured archaeon	Archaea						uncultured archaeon
A0A1B1W695	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A3G5APR5	uncultured archaeon	Archaea						uncultured archaeon
A0A0A7E597	uncultured archaeon	Archaea						uncultured archaeon
K4FAI5	uncultured archaeon	Archaea						uncultured archaeon
V9Q6P3	uncultured archaeon	Archaea						uncultured archaeon
A0A7S5ZYY6	uncultured archaeon	Archaea						uncultured archaeon
K4F3K5	uncultured archaeon	Archaea						uncultured archaeon
B3Y8I0	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
G3FH31	crenarchaeote SCGC AAA288-E03	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-E03
A0A345GQ06	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI00	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR21	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0C5P0	uncultured archaeon	Archaea						uncultured archaeon
K4F5A9	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHQ8	uncultured archaeon	Archaea						uncultured archaeon
K4F3N1	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5W5	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVI3	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5B4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6I4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5L8	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4T1	uncultured archaeon	Archaea						uncultured archaeon
K4F5J8	uncultured archaeon	Archaea						uncultured archaeon
B5AIN2	uncultured archaeon	Archaea						uncultured archaeon
T1Z0I4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4Y5	uncultured archaeon	Archaea						uncultured archaeon
K4F8M8	uncultured archaeon	Archaea						uncultured archaeon
G3FH44	crenarchaeote SCGC AAA288-K05	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-K05
G3ECS4	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A7S5ZXC9	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJN4	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CY81	uncultured archaeon	Archaea						uncultured archaeon
K4F472	uncultured archaeon	Archaea						uncultured archaeon
A0A346I534	uncultured archaeon	Archaea						uncultured archaeon
W8GGJ3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQ40	uncultured archaeon	Archaea						uncultured archaeon
W8GKP2	uncultured archaeon	Archaea						uncultured archaeon
A0A291I809	uncultured archaeon	Archaea						uncultured archaeon
K4F4V3	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQA0	uncultured archaeon	Archaea						uncultured archaeon
K4F4I9	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRJ1	uncultured archaeon	Archaea						uncultured archaeon
A0A346I550	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHB1	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVJ3	uncultured archaeon	Archaea						uncultured archaeon
K4F5B7	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVK4	uncultured archaeon	Archaea						uncultured archaeon
A0A291I7W2	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFW1	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQQ4	uncultured archaeon	Archaea						uncultured archaeon
A0A172MHC2	uncultured archaeon	Archaea						uncultured archaeon
C6L8K7	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
W5U182	uncultured archaeon	Archaea						uncultured archaeon
B3Y8E5	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
E5RSN9	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
E5RSP9	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A7S5ZWG6	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJC4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGU8	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR38	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0C5G5	uncultured archaeon	Archaea						uncultured archaeon
W8GL24	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5V6	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APR8	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHP8	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHL8	uncultured archaeon	Archaea						uncultured archaeon
W6JNG9	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIF6	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0BWE7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGE1	uncultured archaeon	Archaea						uncultured archaeon
K4F8X9	uncultured archaeon	Archaea						uncultured archaeon
A0A516FJ16	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHW7	uncultured archaeon	Archaea						uncultured archaeon
W8GG95	uncultured archaeon	Archaea						uncultured archaeon
W8GH99	uncultured archaeon	Archaea						uncultured archaeon
A0A291I7Y0	uncultured archaeon	Archaea						uncultured archaeon
K4F8M5	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH58	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIE8	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSL9	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6U1	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJB6	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARK6	uncultured archaeon	Archaea						uncultured archaeon
W8QM99	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQP0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHS3	uncultured archaeon	Archaea						uncultured archaeon
A0A291I7V1	uncultured archaeon	Archaea						uncultured archaeon
A0A076KRD2	uncultured archaeon	Archaea						uncultured archaeon
A0A1X9ZK16	uncultured archaeon	Archaea						uncultured archaeon
H9B477	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5Z0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFU2	uncultured archaeon	Archaea						uncultured archaeon
G3FJU6	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQW4	uncultured archaeon	Archaea						uncultured archaeon
K4F3N3	uncultured archaeon	Archaea						uncultured archaeon
A0A0N7HVF5	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJ98	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGE2	uncultured archaeon	Archaea						uncultured archaeon
T1YVP5	uncultured archaeon	Archaea						uncultured archaeon
K4F8X5	uncultured archaeon	Archaea						uncultured archaeon
A0A291I7U8	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR05	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHJ2	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGU7	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRC8	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQS4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI83	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQR5	uncultured archaeon	Archaea						uncultured archaeon
K4F505	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4M6	uncultured archaeon	Archaea						uncultured archaeon
K4FAI1	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4Z8	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRA1	uncultured archaeon	Archaea						uncultured archaeon
A0A0N7JWJ2	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVJ4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGV2	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5S3	uncultured archaeon	Archaea						uncultured archaeon
K4FAH7	uncultured archaeon	Archaea						uncultured archaeon
K4F8Z7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH24	uncultured archaeon	Archaea						uncultured archaeon
W6JNL5	uncultured archaeon	Archaea						uncultured archaeon
L7X4N2	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARZ9	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQM9	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQF1	uncultured archaeon	Archaea						uncultured archaeon
A0A346I700	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AS04	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJD9	uncultured archaeon	Archaea						uncultured archaeon
K4F8S9	uncultured archaeon	Archaea						uncultured archaeon
K4F4G0	uncultured archaeon	Archaea						uncultured archaeon
K4F3S5	uncultured archaeon	Archaea						uncultured archaeon
K4F3U7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGP9	uncultured archaeon	Archaea						uncultured archaeon
T2FQN1	uncultured archaeon	Archaea						uncultured archaeon
B3Y8E2	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
E5RSQ7	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G741	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A1S5WLI6	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1B1W6A6	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1S5WLJ1	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A1S5WLI8	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A7S5ZWB0	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CZQ2	uncultured archaeon	Archaea						uncultured archaeon
T1W289	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIT2	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CN44	uncultured archaeon	Archaea						uncultured archaeon
K4F8K0	uncultured archaeon	Archaea						uncultured archaeon
W0G4K5	uncultured archaeon	Archaea						uncultured archaeon
K4F8V9	uncultured archaeon	Archaea						uncultured archaeon
K4F5B1	uncultured archaeon	Archaea						uncultured archaeon
A0A346I545	uncultured archaeon	Archaea						uncultured archaeon
W8GKZ4	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQ77	uncultured archaeon	Archaea						uncultured archaeon
K4F3Z9	uncultured archaeon	Archaea						uncultured archaeon
K4F4N7	uncultured archaeon	Archaea						uncultured archaeon
A0A172MGQ9	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQ74	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRG9	uncultured archaeon	Archaea						uncultured archaeon
K4F4E2	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6C0	uncultured archaeon	Archaea						uncultured archaeon
K4F3L8	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQ86	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH29	uncultured archaeon	Archaea						uncultured archaeon
A0A172MHA6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGJ3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQL5	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5Q3	uncultured archaeon	Archaea						uncultured archaeon
K4F8H5	uncultured archaeon	Archaea						uncultured archaeon
K4FAB2	uncultured archaeon	Archaea						uncultured archaeon
W8GKY4	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQE8	uncultured archaeon	Archaea						uncultured archaeon
K4F3K2	uncultured archaeon	Archaea						uncultured archaeon
K4F570	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIP6	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0BWQ3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GRE5	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJI0	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQX8	uncultured archaeon	Archaea						uncultured archaeon
K4F3Q9	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQV2	uncultured archaeon	Archaea						uncultured archaeon
K4F4X4	uncultured archaeon	Archaea						uncultured archaeon
W8GKN2	uncultured archaeon	Archaea						uncultured archaeon
K4F5K7	uncultured archaeon	Archaea						uncultured archaeon
A0A516FG14	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR62	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5J5	uncultured archaeon	Archaea						uncultured archaeon
A0A0K1P511	uncultured archaeon	Archaea						uncultured archaeon
H9B478	uncultured archaeon	Archaea						uncultured archaeon
C4P012	uncultured archaeon	Archaea						uncultured archaeon
A0A1X9ZK21	uncultured archaeon	Archaea						uncultured archaeon
A1ILV0	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G712	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
B3Y8D9	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G743	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
E5RSR5	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
E5RSP8	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G6Z2	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A1ILT2	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
C6L8K8	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
G3FH12	crenarchaeote SCGC AAA008-O05	Archaea	Crenarchaeota					crenarchaeote SCGC AAA008-O05
G3FH00	crenarchaeote SCGC AAA008-E02	Archaea	Crenarchaeota					crenarchaeote SCGC AAA008-E02
G3FH36	crenarchaeote SCGC AAA288-G06	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-G06
K4F504	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFZ1	uncultured archaeon	Archaea						uncultured archaeon
K4F5H1	uncultured archaeon	Archaea						uncultured archaeon
L7WX39	uncultured archaeon	Archaea						uncultured archaeon
T1YY73	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI97	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APM4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFM6	uncultured archaeon	Archaea						uncultured archaeon
W8GP66	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH36	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQ98	uncultured archaeon	Archaea						uncultured archaeon
K4FAP5	uncultured archaeon	Archaea						uncultured archaeon
A0A0N7JWJ0	uncultured archaeon	Archaea						uncultured archaeon
M4ZUG6	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH91	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AS05	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGG3	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CCH3	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUF2	uncultured archaeon	Archaea						uncultured archaeon
K4F8P1	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFY7	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0RSR4	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJK8	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQ54	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQE3	uncultured archaeon	Archaea						uncultured archaeon
A0A345GQR1	uncultured archaeon	Archaea						uncultured archaeon
K4F3N8	uncultured archaeon	Archaea						uncultured archaeon
A0A346I4S5	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH94	uncultured archaeon	Archaea						uncultured archaeon
A0A291I7W9	uncultured archaeon	Archaea						uncultured archaeon
K4F580	uncultured archaeon	Archaea						uncultured archaeon
A0A172MHA0	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APX9	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APN5	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIA4	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQT9	uncultured archaeon	Archaea						uncultured archaeon
K4F8T9	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AQV3	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIQ3	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFM4	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6J0	uncultured archaeon	Archaea						uncultured archaeon
K4F8N9	uncultured archaeon	Archaea						uncultured archaeon
K4F459	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR47	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR11	uncultured archaeon	Archaea						uncultured archaeon
W6JMA0	uncultured archaeon	Archaea						uncultured archaeon
A0A172MJB1	uncultured archaeon	Archaea						uncultured archaeon
A0A0N7HVF0	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5APN6	uncultured archaeon	Archaea						uncultured archaeon
T1YX98	uncultured archaeon	Archaea						uncultured archaeon
G3FH29	crenarchaeote SCGC AAA288-D18	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-D18
A1ILV4	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G710	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
D0G755	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A1S5WLJ7	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
G3FH35	crenarchaeote SCGC AAA288-G05	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-G05
A0A7S6CYZ9	uncultured archaeon	Archaea						uncultured archaeon
T1YWM9	uncultured archaeon	Archaea						uncultured archaeon
A0A291I820	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5ARY9	uncultured archaeon	Archaea						uncultured archaeon
L7WX01	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFY9	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI42	uncultured archaeon	Archaea						uncultured archaeon
K4F4C3	uncultured archaeon	Archaea						uncultured archaeon
A0A516FGH8	uncultured archaeon	Archaea						uncultured archaeon
A0A172MGM8	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIS0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FG47	uncultured archaeon	Archaea						uncultured archaeon
A0A345GR07	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI23	uncultured archaeon	Archaea						uncultured archaeon
A0A516FH40	uncultured archaeon	Archaea						uncultured archaeon
K4F532	uncultured archaeon	Archaea						uncultured archaeon
A0A346I6L4	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0BWU8	uncultured archaeon	Archaea						uncultured archaeon
A0A346I5X4	uncultured archaeon	Archaea						uncultured archaeon
K4F512	uncultured archaeon	Archaea						uncultured archaeon
A0A516FIJ2	uncultured archaeon	Archaea						uncultured archaeon
G3FH27	crenarchaeote SCGC AAA288-D10	Archaea	Crenarchaeota					crenarchaeote SCGC AAA288-D10
E2J813	uncultured archaeon	Archaea						uncultured archaeon
A0A0S1W5X1	uncultured archaeon	Archaea						uncultured archaeon
G8GPZ6	uncultured archaeon	Archaea						uncultured archaeon
K4F5B6	uncultured archaeon	Archaea						uncultured archaeon
K9LH44	uncultured archaeon	Archaea						uncultured archaeon
I1U433	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHF6	uncultured archaeon	Archaea						uncultured archaeon
A0A1B1W654	uncultured thaumarchaeote	Archaea	Thaumarchaeota					uncultured thaumarchaeote
A0A345GQ80	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CKJ7	uncultured archaeon	Archaea						uncultured archaeon
K4F5I1	uncultured archaeon	Archaea						uncultured archaeon
A0A7S5ZXF1	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0IG86	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CYZ0	uncultured archaeon	Archaea						uncultured archaeon
D0G706	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
C6L8L4	uncultured ammonia-oxidizing archaeon	Archaea						uncultured ammonia-oxidizing archaeon
A0A516FH93	uncultured archaeon	Archaea						uncultured archaeon
K4F4U0	uncultured archaeon	Archaea						uncultured archaeon
A0A7S6CZ32	uncultured archaeon	Archaea						uncultured archaeon
A0A291I813	uncultured archaeon	Archaea						uncultured archaeon
A0A2L0WVH9	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CC84	uncultured archaeon	Archaea						uncultured archaeon
A0A346I612	uncultured archaeon	Archaea						uncultured archaeon
A0A097BUE2	uncultured archaeon	Archaea						uncultured archaeon
K4F8Z0	uncultured archaeon	Archaea						uncultured archaeon
K4F406	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0CCB6	uncultured archaeon	Archaea						uncultured archaeon
K4F4C2	uncultured archaeon	Archaea						uncultured archaeon
A0A345GPZ7	uncultured archaeon	Archaea						uncultured archaeon
W8PTG5	uncultured archaeon	Archaea						uncultured archaeon
A0A516FHJ4	uncultured archaeon	Archaea						uncultured archaeon
A0A0P0C5V6	uncultured archaeon	Archaea						uncultured archaeon
T1YXC0	uncultured archaeon	Archaea						uncultured archaeon
A0A516FID7	uncultured archaeon	Archaea						uncultured archaeon
A0A3G5AR83	uncultured archaeon	Archaea						uncultured archaeon
A0A516FFP4	uncultured archaeon	Archaea						uncultured archaeon
A0A516FI26	uncultured archaeon	Archaea						uncultured archaeon
